Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f5d21d0b91e51d21b3e143bb22902727ec294e826,0,1,2,1,29,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
gardenfresh,2,2,1,0,0,1,0,0,0
rating 3 stars,2,2,3,1,1,2,0,0,0
04-08-2017,2,2,1,1,8,0,0,0,0
it sounds a lot better than it tastes i wasn t terribly impressed,2,2,13,0,0,2,4,0,0
tilbie,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01-01-2014,2,2,1,1,8,0,0,0,0
the best christmas desert ever definitely worth the time put into it,0,2,12,0,0,3,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fabfb5b34d1baf3b4a3ebb600d0f83c12a00e28da,0,1,2,1,20,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
lekili,2,2,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
04/28/2016,2,2,1,1,8,0,0,0,0
this is complicated i just used the cheesecake portion of this recipe and,1,2,13,0,0,3,3,0,0
it s a 5,0,1,4,1,1,0,1,0,0
where i changed this recipe is that i made the bottom a layer of,1,0,14,0,0,4,3,0,0
red velvet cake not a crust i used this recipe,1,1,10,0,0,5,1,0,0
http //allrecipescom/recipe/9295/red velvet cake/ made it in two layers and,1,1,10,1,4,4,2,0,0
used the other layer cut in pieces for the filling this cheesecake is so,1,1,14,0,0,5,2,0,0
light and fluffy and not really sweet i m not a huge fan of no bake,1,1,16,0,0,5,1,0,0
cheesecakes but this filling is great,2,1,6,0,0,2,1,0,0
shannon,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03-07-2017,2,2,1,1,8,0,0,0,0
i used dark brown sugar instead of white and added 1/3 cup of coffee liqueur,1,2,15,1,2,5,2,1,0
to the cake mix i also used 10 fat plain yogurt instead of milk i also,1,1,16,1,2,7,1,0,0
added 1/4 cup coffee liqueur to the cream cheese mix it turned out great,1,1,14,1,2,5,2,1,0
very moist the liqueur did not overwhelm the other ingredients everyone at,1,1,12,0,0,3,3,0,0
work wanted the recipe,0,1,4,0,0,2,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f7df0ed966a9485d6b43eb4acdbf970caeaf69663,0,1,2,1,22,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
mary grace crosby,2,2,3,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02/17/2015,2,2,1,1,8,0,0,0,0
i made this fun dessert for my oldest daughters birthday what a treat,0,2,13,0,0,5,2,0,0
not,1,0,1,0,0,0,0,0,0
hard to make and delicious i have several critics in my house and all i heard,1,1,16,0,0,4,4,0,0
was oh my goodness can i have another piece,0,1,9,0,0,2,3,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fe6922cc5f630e90c485707a720702cb29a53f347,0,1,2,1,30,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
todd6771,2,2,1,1,4,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02/17/2015,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2fb7c9cbc767f12d8dd212435a85701280 2f2072277jpg,0,1,4,1,31,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
delicious,0,2,1,0,0,0,0,0,0
wife i loved it i didn t have a 10 spring form pan so i used a,1,0,17,1,2,5,5,0,0
9 was fine i had a little extra red velvet cake left over i could use for,1,1,17,1,1,4,4,0,0
decoration plan any possible red velvet cake shapes you may want before,1,1,12,0,0,4,2,0,0
cutting the half with the strips wife loved the fact this desert light,1,1,13,0,0,6,2,0,0
tasting and not as heavy as most of the death by chocolate type cakes i,1,1,15,0,0,4,2,0,0
tend to make be sure not to overcook the red velvet cake i almost did by,1,1,16,0,0,4,4,0,0
cooking a little longer than called for personally i didn t think of,1,1,13,0,0,1,3,0,0
cheesecake when tasting it but it is very good,0,1,9,0,0,1,2,0,0
baker girl,2,0,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02-07-2015,2,2,1,1,8,0,0,0,0
this was really good,0,2,4,0,0,0,1,0,0
but i think it s a bit difficult to make for beginners,1,0,12,0,0,2,3,0,0
overall it was the best cake i ve made by far,0,1,11,0,0,3,2,0,0
kelsey,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01/15/2016,2,2,1,1,8,0,0,0,0
i love chessecake it does not matter what kind it is i love any kind i love,1,2,17,0,0,5,6,0,0
this kind though its tasty and very sweet its the best,2,1,11,0,0,2,1,0,0
allrecipes member,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
09/30/2015,2,2,1,1,8,0,0,0,0
this cheesecake was awesome,0,2,4,0,0,1,1,0,0
it is time consuming but worth it the only think,1,0,10,0,0,2,2,0,0
i did was add 2 tablespoons of sour cream to the cake great recipe,0,1,14,1,1,5,3,1,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f521c9e82f16badef6d194a2193f97cda00998647,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
erica toft,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/26/2014,2,2,1,1,8,0,0,0,0
used as a birthday cake and looked exactly like the picture tasted amazing,1,2,13,0,0,2,3,0,0
and everyone wants the recipe,0,1,5,0,0,2,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f592596cce976e0a7fab9dc73ecb660808671c82e,0,1,2,1,26,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
jayleen watson,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01/28/2020,2,2,1,1,8,0,0,0,0
my homeroom cooking teacher let my class make this for my birthday and it was,1,2,15,0,0,3,4,0,0
amazing we didn t use the food dye for the crust though,2,1,12,0,0,3,2,0,0
shortdarkie,2,2,1,0,0,1,0,0,0
rating 2 stars,2,2,3,1,1,2,0,0,0
01-12-2014,2,2,1,1,8,0,0,0,0
tasted good but the texture of the cake was weird i would use this recipe as,1,2,16,0,0,4,3,0,0
a filling for another cake recipe,2,1,6,0,0,3,0,0,0
cinnamonqueen,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03-09-2013,2,2,1,1,8,0,0,0,0
yum,0,2,1,0,0,1,0,0,0
this is a fantastic cheesecake and it s not too cheesy like my,1,0,13,0,0,1,2,0,0
brother thinks other cheesecakes are i will definitely make this again,0,1,11,0,0,2,3,0,0
load more reviews,2,0,3,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
review this recipe,2,2,3,0,0,2,0,0,0
red velvet center cheesecake,2,2,4,0,0,3,0,0,0
rate this recipe your rating rate this a 1 couldn t eat it rate this a 2,1,2,17,1,2,6,2,0,0
didn t like it rate this a 3 it was ok rate this a 4 liked it rate this a,1,1,20,1,2,4,2,0,0
5 loved it,2,1,3,1,1,0,1,0,0
what did you think about this recipe,0,2,7,0,0,1,2,0,0
did you make any changes or notes,0,0,7,0,0,2,2,0,0
add photo,2,0,2,0,0,1,1,0,0
cancel submit,2,2,2,0,0,2,0,0,0
success,0,2,1,0,0,1,0,0,0
thanks for adding your feedback,2,0,5,0,0,2,1,0,0
your photo is being processed if it doesn t appear after 10 minutes try,1,2,14,1,2,2,6,0,0
refreshing the page,2,1,3,0,0,1,1,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
recipe reviews photos,2,2,3,0,0,2,0,0,0
review for,2,2,2,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
back to red velvet center cheesecake,2,2,6,0,0,3,0,0,0
all reviews for red velvet center cheesecake,2,2,7,0,0,4,0,0,0
of reviews,2,2,2,0,0,1,0,0,0
reviews most helpful,2,2,3,0,0,1,0,0,0
most helpful most positive least positive newest,2,2,7,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
share more,2,2,2,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
nutritional information,2,2,2,0,0,1,0,0,0
red velvet center cheesecake,2,2,4,0,0,3,0,0,0
servings per recipe 12,1,2,4,1,2,2,0,0,0
calories 4997,2,1,2,1,4,1,0,0,0
daily value,2,2,2,0,0,1,0,0,0
protein 6g 12,2,2,3,1,3,0,0,0,0
carbohydrates 365g 12,2,2,3,1,5,1,0,0,0
dietary fiber 05g 2,2,2,4,1,3,0,1,0,0
sugars 244g,2,2,2,1,3,1,0,0,0
fat 374g 58,2,2,3,1,5,0,0,0,0
saturated fat 233g 117,2,2,4,1,6,0,1,0,0
cholesterol 1354mg 45,2,2,3,1,6,1,0,0,0
vitamin a iu 14009iu 28,2,2,5,1,7,2,0,0,0
niacin equivalents 19mg 15,2,2,4,1,4,1,0,0,0
vitamin c 03mg,2,2,3,1,2,1,1,0,0
folate 332mcg 8,2,2,3,1,4,1,0,0,0
calcium 754mg 8,2,2,3,1,4,1,0,0,0
iron 12mg 7,2,2,3,1,3,1,0,0,0
magnesium 121mg 4,2,2,3,1,4,1,0,0,0
potassium 1203mg 3,2,2,3,1,5,1,0,0,0
sodium 3653mg 15,2,2,3,1,6,1,0,0,0
thiamin 01mg 13,2,2,3,1,4,0,0,0,0
calories from fat 337,2,2,4,1,3,1,0,0,0
percent daily values are based on a 2 000 calorie diet your daily values may be higher or lower depending on your calorie needs,2,2,24,1,4,5,4,0,0
nutrient information is not available for all ingredients amount is based,1,2,11,0,0,3,3,0,0
on available nutrient data,2,1,4,0,0,2,0,0,0
information is not currently available for this nutrient if you are,1,2,11,0,0,2,2,0,0
following a medically restrictive diet please consult your doctor or,1,1,10,0,0,2,2,0,0
registered dietitian before preparing this recipe for personal consumption,2,1,9,0,0,3,1,0,0
powered by the esha research database c 2018,1,2,8,1,4,3,1,0,0
esha research inc all rights reserved,2,1,6,0,0,3,2,0,0
back to recipe,2,2,3,0,0,0,1,0,0
recipe reviews photos,2,2,3,0,0,2,0,0,0
reviews for photos of red velvet center cheesecake,2,2,8,0,0,5,0,0,0
reviews most helpful,2,2,3,0,0,1,0,0,0
most helpful most positive least positive newest,2,2,7,0,0,1,0,0,0
1 of 23,0,2,3,1,3,0,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8837236jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
1 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
john barrera winchell,0,2,3,0,0,3,0,1,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f6848895jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
2 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
peri tag,0,2,2,0,0,2,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f6809703jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20133 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
3 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
pattie phillips,0,2,2,0,0,2,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f3189624jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
4 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
belinda,0,2,1,0,0,1,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,1,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2fb7c9cbc767f12d8dd212435a85701280 2f2072277jpg,2,1,4,1,31,1,1,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
5 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
todd6771,0,2,1,1,4,1,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f1056053jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
6 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
ltkowalski,0,2,1,0,0,1,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f950421jpg,2,1,3,1,8,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
7 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
watsonk07,0,2,1,1,2,1,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f769544jpg,2,1,3,1,8,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
8 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
michee jugovich,0,2,2,0,0,2,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f769368jpg,2,1,3,1,8,0,0,0,0
red velvet center cheesecake,0,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
9 of 8 red velvet center cheesecake,2,2,7,1,2,3,0,0,0
sanzoe,2,2,1,0,0,1,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
back to content,2,2,3,0,0,1,0,0,0
remove from collections,2,2,3,0,0,1,1,0,0
are you sure,0,2,3,0,0,0,1,0,0
removing from saved items will permanently delete it from all,1,0,10,0,0,1,3,0,0
collections view my collections,2,1,4,0,0,2,1,0,0
cancel remove,2,2,2,0,0,1,1,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
successfully saved,2,2,2,0,0,0,1,0,0
congrats,0,2,1,0,0,1,0,0,0
you saved red velvet center cheesecake to your favorites,2,0,9,0,0,3,2,0,0
allrecipes,2,2,1,0,0,1,0,0,0
magazines more,2,2,2,0,0,1,0,0,0
learn more,2,2,2,0,0,0,0,0,0
subscribe this link opens in a new tab,1,2,8,0,0,3,1,0,0
customer service this link opens in a new tab,1,1,9,0,0,4,1,0,0
jobs this link opens in a new tab,1,1,8,0,0,3,1,0,0
advertise this link opens in a new tab,1,1,8,0,0,3,1,0,0
content licensing this link opens in a new tab,1,1,9,0,0,4,1,0,0
apps this link opens in a new tab,1,1,8,0,0,3,1,0,0
sitemap this link opens in a new tab,1,1,8,0,0,3,1,0,0
accolades this link opens in a new tab,2,1,8,0,0,3,1,0,0
connect,2,2,1,0,0,1,0,0,0
follow us,2,2,2,0,0,0,1,0,0
subscribe to our newsletter,2,2,4,0,0,2,0,0,0
meredithallrecipes is part of the meredith food group c copyright 2022,1,2,11,1,4,6,2,0,0
meredith corporationthis link opens in a new tab all rights reserved,1,1,11,0,0,5,2,0,0
privacy policythis link opens in a new tab terms of servicethis link opens in,1,1,14,0,0,7,2,0,0
a new tab ad choicesthis link opens in a new tab california do not sellthis,1,1,15,0,0,6,3,0,0
link opens a modal window web accessibilitythis link opens in a new tab,2,1,13,0,0,7,2,0,0
c copyright 2022 allrecipes all rights reserved printed from,1,2,9,1,4,2,2,0,0
https //wwwallrecipescom 04/14/2022,2,1,3,1,8,1,1,0,0
close,2,2,1,0,0,0,0,0,0
sign in,2,2,2,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
view image,2,2,2,0,0,2,0,0,0
red velvet center cheesecake,2,2,4,0,0,3,0,0,0
this link is to an external site that may or may not meet accessibility,1,2,14,0,0,3,2,0,0
guidelines,2,1,1,0,0,1,0,0,0
back to content,2,2,3,0,0,1,0,0,0
