Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
5 one hour baking made browning on the edges so would probably bake for,1,0,14,1,1,2,4,0,0
only 45 minutes next time as it is suppose to be jiggly when out of the oven,1,1,17,1,2,3,2,0,0
and the cooling process and chilling will settle and make it dense enjoy,0,1,13,0,0,4,3,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f0c151f9176dd60ce562314373fa2d88e65ddf60b,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
danube66,2,2,1,1,2,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
07-06-2009,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f237347jpg,0,1,3,1,8,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
very good cheesecake recipe i baked it in a 7x11 dish used only three eggs,1,2,15,1,3,5,2,0,0
and decorated it with blueberries and strawberries for a 4th of july theme,1,1,13,1,1,4,1,0,0
definitely would make it again,0,1,5,0,0,0,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f46a074097c4589f5c3d4ea597b61f3dd80f420e6,0,1,2,1,28,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
belly full,2,2,2,0,0,0,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
12-06-2008,2,2,1,1,8,0,0,0,0
this is a great recipe however i made a few adjustments and it was delicious,0,2,15,0,0,2,3,0,0
instead of adding two packages of regualr cream cheese i substituted one of,1,0,13,0,0,5,2,0,0
them with a light strawberry cream cheese i added 3 tbsp of fresh lemon,1,1,14,1,1,6,1,1,0
juice i added 3 eggs as apposed to 4 and i used blueberry pie filling rather,1,1,16,1,2,6,4,0,0
then the fresh blueberries i kept the same cooking time and let the cake cool,1,1,15,0,0,5,3,0,0
off in the oven for a couple hours everybody loved this recipe thanks,0,1,13,0,0,6,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fd631087a91b74d55aab29f3c36d3d91e88099816,0,1,2,1,29,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
vabeachgirl,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
10/24/2009,2,2,1,1,8,0,0,0,0
this was a delicious and easy recipe i used a can of blueberries instead i,1,2,15,0,0,3,3,0,0
drained them and put 1/2 of them in the cheesecake i used the leftover juice,1,1,15,1,2,4,3,0,0
to make a compote after chilling i added the remaining blueberrie and put,1,1,13,0,0,3,5,0,0
them on the top great recipe danube66,0,1,7,1,2,2,0,0,0
jillymac,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06-10-2010,2,2,1,1,8,0,0,0,0
a very easy and delicious cheesecake recipe,0,2,7,0,0,2,0,0,0
i only changed 1 thing in the,1,0,7,1,1,2,1,0,0
recipe and that was to double the amount of jelly in order to completely cover,1,1,15,0,0,3,3,0,0
all of the frozen blueberries you need to seal all of the blueberries,0,1,13,0,0,2,2,0,0
i,1,0,1,0,0,1,0,0,0
made this for a family birthday party and everyone loved it i ll definitely,1,1,14,0,0,4,3,0,0
be making this one again,0,1,5,0,0,0,2,0,0
thesquirl,2,0,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
03-10-2011,2,2,1,1,8,0,0,0,0
pretty good my cheesecake cracked even though i followed the suggestion to,1,2,12,0,0,3,2,0,0
let it cool in the oven,2,1,6,0,0,1,2,0,0
hltillery,2,2,1,0,0,1,0,0,0
rating 1 stars,2,2,3,1,1,2,0,0,0
07/13/2010,2,2,1,1,8,0,0,0,0
this was not good at all first of all i followed this recipe exactly and it,1,2,16,0,0,2,2,0,0
sank big time way too many eggsit tasted more like a souffle than a,1,1,14,0,0,4,1,0,0
cheesecake,2,1,1,0,0,1,0,0,0
prettyaudz,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/14/2010,2,2,1,1,8,0,0,0,0
it was perfect,0,2,3,0,0,0,1,0,0
i tried them twice using different brands of cream cheese and,1,0,11,0,0,4,2,0,0
both were still excellent,0,1,4,0,0,0,1,0,0
i recommended this easy recipe to friends,0,0,7,0,0,3,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fe4947a179c9eb2d08da46139da71dbc79421d160,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
erica stunner north,2,2,3,0,0,1,1,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06/18/2011,2,2,1,1,8,0,0,0,0
this was excellent,0,2,3,0,0,0,1,0,0
i used fresh blueberries and added them to the batter i,1,0,11,0,0,4,2,0,0
made this for a work party and everyone loved it there was none left to take,1,1,16,0,0,4,5,0,0
home thanks for the recipe,0,1,5,0,0,3,0,0,0
i will make this again,0,0,5,0,0,1,1,0,0
ncsu4ganne,2,0,1,1,1,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
08-09-2010,2,2,1,1,8,0,0,0,0
my stepdaughter i made this for father s day it was well recieved by both,1,2,15,0,0,4,3,0,0
generations and my stepdaughter has already asked me to make this for her next,1,1,14,0,0,2,3,0,0
birthday she s 9,0,1,4,1,1,1,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f01be8ca2649bce2d018e20a53fddb3f983080eb8,0,1,2,1,24,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
theresa cushman,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
09/26/2010,2,2,1,1,8,0,0,0,0
excellent taste was a big hit not too sweet just right i used only 3 eggs,1,2,16,1,1,4,2,0,0
and put homemade strawberry jam for topping will use blueberries next time,2,1,12,0,0,5,3,0,0
josie,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/24/2009,2,2,1,1,8,0,0,0,0
i used a pre made crust so i made a half recipe which was the perfect,1,2,16,0,0,5,4,0,0
amount i also added blueberries to the cheese cake and made a blueberry sauce,1,1,14,0,0,6,2,0,0
with about 1 1/2 cups of blueberries 1/8 cup of sugar 2 tsp of corn starch,1,1,16,1,6,7,0,1,0
and 1 tb of water as suggested by a previous reveiw i will make this again,1,1,16,1,1,4,2,0,0
but think it would benefit from some lemon or lime juice in the cheese cake,0,1,15,0,0,3,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
store productions3amazonawscom 2feee0f97feb2457981eee3248bfa4715fed25f1e7,0,1,3,1,24,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
nana sidek,2,2,2,0,0,1,1,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
01-06-2007,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f28523jpg,0,1,3,1,7,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
i used one canned of blueberry with light syrup instead of frozen blueberry,1,2,13,0,0,4,2,0,0
and still taste good,0,1,4,0,0,0,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f7e94609fd44d55f03ac8d76393e714f705d42be5,0,1,2,1,28,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
terri s best recipes,2,2,4,0,0,3,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
06/20/2010,2,2,1,1,8,0,0,0,0
this was a very easy cheesecake to make i think it needs just a touch of,1,2,16,0,0,2,4,0,0
lemon rind to give the flavor a boost for our taste buds other than that it,1,1,16,0,0,5,2,0,0
is perfection thank you jjohn32,0,1,5,1,2,2,2,0,0
soribaby,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03-06-2009,2,2,1,1,8,0,0,0,0
yum,0,2,1,0,0,1,0,0,0
my only change was i used 1 whole fat cream cheese and 1 low fat i,1,0,16,1,2,7,2,0,0
also used low fat sour cream i gotta cut fat where i can also i folded in,1,1,17,0,0,5,4,0,0
fresh blueberries and chilled over night great recipe,0,1,8,0,0,3,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f3cff4526580de8be1e5e57630e144ebaaa305e4b,0,1,2,1,24,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
rachealvarhola,2,2,1,0,0,1,0,0,0
rating 3 stars,2,2,3,1,1,2,0,0,0
09/28/2010,2,2,1,1,8,0,0,0,0
this was not very good to me all the people in my house agree the it didnt,1,2,17,0,0,2,2,0,0
have much of a cheesecake texture or taste it wasnt nasty by any means just,1,1,15,0,0,3,2,0,0
too bland,0,1,2,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
store productions3amazonawscom 2f085e122ff4371ea4f4fba7a7634d90b88b35bc67,0,1,3,1,27,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
billie renee stacy,2,2,3,0,0,3,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
11-09-2009,2,2,1,1,8,0,0,0,0
good but not great will try using lemon juice next time as it was a bit,1,2,16,0,0,3,3,0,0
bland best to eat the next day after it s been refrigerated over night or,1,1,15,0,0,3,4,0,0
you ll be eating custard,0,1,5,0,0,1,3,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f9e6454ce43f2208c08ecdcdc09d51b233c300ae4,0,1,2,1,25,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
mandi,2,2,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
05/31/2010,2,2,1,1,8,0,0,0,0
very good i made a raspberry sauce with it,2,2,9,0,0,3,1,0,0
texas cook,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01-05-2009,2,2,1,1,8,0,0,0,0
fabulous easy my first cheesecake and it was wonderful i ve made it twice,1,2,14,0,0,3,2,0,0
and it was a success both times,2,1,7,0,0,2,1,0,0
fshstacey,2,2,1,0,0,1,0,0,0
rating 2 stars,2,2,3,1,1,2,0,0,0
10-10-2007,2,2,1,1,8,0,0,0,0
i did not like it much it did not have that cheesecake taste to me or my,1,2,17,0,0,2,4,0,0
family it seemed more like a custardy type,0,1,8,0,0,3,1,0,0
it was my first cheesecake but,1,0,6,0,0,1,1,0,0
i followed the recipe step by step,0,1,7,0,0,3,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f3df4697e8ec559fd42ba8f41c9926f0b6f55c383,0,1,2,1,26,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
amanda king,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07-06-2008,2,2,1,1,8,0,0,0,0
i loved this recipe,0,2,4,0,0,2,1,0,0
this is the first time i ve ever successfully made a,1,0,11,0,0,2,3,0,0
baked cheesecake all my other attempts were dismal failures and i had vowed,1,1,13,0,0,3,5,0,0
to stick to no bake forever until my husband made a request for real,1,1,14,0,0,3,2,0,0
cheesecake so i tried this one i just used a blueberry filling recipe to,1,1,14,0,0,4,3,0,0
cook my fresh blueberries to put on top instead of jelly this is awesome,0,1,14,0,0,1,3,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f271fc17d9ba26a98e2e81634d36b9d18f7a903e8,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
lorenzo oboza,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11-07-2008,2,2,1,1,8,0,0,0,0
yummy,0,2,1,0,0,1,0,0,0
i tried it and it was marvelousexcept for blueberries i used,1,0,11,0,0,2,5,0,0
oreos still tasted wonderful like heaven in your taste buds,0,1,10,0,0,4,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fb9da99740ef8e727144fc1d477317cac48f0b892,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
scott wabel,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
10/16/2010,2,2,1,1,8,0,0,0,0
did this recipe with raspberries and it turned out excellent,0,2,10,0,0,2,2,0,0
would definitely,1,0,2,0,0,0,0,0,0
recommend,2,1,1,0,0,1,0,0,0
252becky,2,2,1,1,3,0,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
08/27/2009,2,2,1,1,8,0,0,0,0
i couldn t believe how easy this was will make again,2,2,11,0,0,2,4,0,0
book worm,2,2,2,0,0,2,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
06-12-2011,2,2,1,1,8,0,0,0,0
this was a good cheesecake but i like the william sonoma blueberry cheese,1,2,13,0,0,6,1,0,0
cake a lot better it has less ingredients and tastes amazing,0,1,11,0,0,3,3,0,0
with this one i,1,0,4,0,0,1,0,0,0
don t like to use the jelly but instead i like to use only fresh berries,1,1,16,0,0,3,2,0,0
strawberries raspberries and blackberries are good as well the blueberries,1,1,10,0,0,4,1,0,0
sometimes we have a whole bunch of different berries on ours i also like to,1,1,15,0,0,3,1,0,0
use to use shortbread cookie crumbs instead of graham crackers it think it,1,1,13,0,0,5,2,0,0
just takes delicious but all in all this was a pretty good recipe i would,1,1,15,0,0,2,2,0,0
make it again,2,1,3,0,0,0,1,0,0
mharbajan,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/13/2004,2,2,1,1,8,0,0,0,0
an awesome recipe it s always a big hit,0,2,9,0,0,2,1,0,0
kradul,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01/25/2011,2,2,1,1,8,0,0,0,0
this cheesecake came out great,0,2,5,0,0,1,1,0,0
i was expecting it to have cracks sink in the,1,0,10,0,0,2,4,0,0
middle or brown on top but it looked perfect,0,1,9,0,0,1,2,0,0
and it was delicious i also,1,0,6,0,0,1,1,0,0
put some pureed frozen blueberries in the batter,0,1,8,0,0,3,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fceabc6c523304dda7e252b1a628f40c0a0aaa1c4,0,1,2,1,22,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
graham,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
08-08-2009,2,2,1,1,8,0,0,0,0
we loved it but seeing as our blueberry trees are no longer producing i am,1,2,15,0,0,3,5,0,0
going to try putting some jelly inside the cake instead,0,1,10,0,0,1,3,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f0358a3562f393ad8cb60d3ce99d265e2350d1530,0,1,2,1,29,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
ann webb kirkland,2,2,3,0,0,3,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01-02-2005,2,2,1,1,8,0,0,0,0
this is a phenomenal cheesecake,0,2,5,0,0,1,1,0,0
i made it with a hazelnut crust and it got,1,0,10,0,0,3,2,0,0
very high marks,0,1,3,0,0,1,0,0,0
thank you for sharing ms johnson,0,0,6,0,0,3,1,0,0
jaime,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
08-11-2011,2,2,1,1,8,0,0,0,0
i loved the cheescakeit was also very easy to make and a wonderful texture,2,2,14,0,0,3,3,0,0
rhirhi,2,2,1,0,0,1,0,0,0
rating 1 stars,2,2,3,1,1,2,0,0,0
06/15/2011,2,2,1,1,8,0,0,0,0
i did not care for this recipe i bake a lot but was in a mad rush and,1,2,18,0,0,4,5,0,0
couldn t find my go to recipe so i chose this one firstly the crust needs,1,1,16,0,0,5,3,0,0
to be baked separately for 5 mins or so otherwise it just doesn t come,1,1,15,1,1,1,5,0,0
together i also think the cheesecake should be baked in a water bath or,1,1,14,0,0,4,3,0,0
something mine cracked horribly all the way to the bottom i will not even,1,1,14,0,0,5,1,0,0
touch this recipe again,0,1,4,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
store productions3amazonawscom 2fd454dec6b6c33666ed0c5b0a1add0428696175f0,0,1,3,1,27,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
paul panlilio,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/15/2011,2,2,1,1,8,0,0,0,0
sooooo goood,0,2,2,0,0,2,0,0,0
i wonder what should i do to make this recipe suitable for,1,0,12,0,0,2,4,0,0
tropical humid climates,2,1,3,0,0,2,0,0,0
meld,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07-08-2006,2,2,1,1,8,0,0,0,0
i love this recipe,0,2,4,0,0,1,1,0,0
it s a real favorite for my husband s birthday and he s,1,0,13,0,0,4,2,0,0
really picky when it comes to desserts i like to fold a few blueberries into,1,1,15,0,0,2,3,0,0
the cream cheese mixture just before pouring it into the pan,0,1,11,0,0,3,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f32c1524625a73837f911c9e977513499b1fc6ae1,0,1,2,1,31,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
marical30,2,2,1,1,2,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02-08-2007,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f69172ff9238f60a0081d1cad33cbc917 2f30600jpg,0,1,4,1,28,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
everyone loved it it went so fast that i made it twice in less than a weeki,1,2,17,0,0,3,3,0,0
plan to make it on the night before valentine s day thanks for sharing your,1,1,15,0,0,4,2,0,0
recipe marical30,2,1,2,1,2,2,0,0,0
drsummer,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/17/2013,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f21a296e75ee13917ea1c836a5a4a997b 2f1077110jpg,0,1,4,1,30,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
i used a pre made 10 graham cracker crust and still had batter left over to,1,2,16,1,2,6,4,0,0
make another pie i added fresh blueberries to the batter and used blueberry,1,1,13,0,0,5,3,0,0
pie filling for the topping instead of the one suggested it turned out,1,1,13,0,0,1,4,0,0
great,0,1,1,0,0,0,0,0,0
was told it was the best blueberry cheesecake he had ever had,0,0,12,0,0,2,5,0,0
super,1,0,1,0,0,1,0,0,0
easy to make too,0,1,4,0,0,0,1,0,0
mrysc,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03/19/2016,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f9df98b63bc54aaf96eaad4cfb8a63e0d 2f3390772jpg,0,1,4,1,23,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
was so good,0,2,3,0,0,0,1,0,0
just don t eat to big of a peice as it is very rich and heavy,0,0,16,0,0,2,2,0,0
blossom163921,2,0,1,1,6,1,0,0,0
rating 2 stars,2,2,3,1,1,2,0,0,0
09/27/2014,2,2,1,1,8,0,0,0,0
my family and i agree that it did not taste like cheesecake this had a,1,2,15,0,0,4,3,0,0
custard taste to it and i don t think i will be doing this recipe again,1,1,16,0,0,3,4,0,0
unfortunately,2,1,1,0,0,0,0,0,0
shortcut cook,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06/24/2011,2,2,1,1,8,0,0,0,0
super easy and absolutely to die for,0,2,7,0,0,1,1,0,0
i used ginger cookies for the base,1,0,7,0,0,4,1,0,0
and as other reviewers suggested added fresh blueberries to the batter its my,1,1,13,0,0,3,1,0,0
go to recepie for that something special,0,1,7,0,0,1,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
store productions3amazonawscom 2f14fa45159631e3377f6c3e88be319674d2685bf9,0,1,3,1,31,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
mary anderson,2,2,2,0,0,1,0,0,0
rating 1 stars,2,2,3,1,1,2,0,0,0
12/24/2019,2,2,1,1,8,0,0,0,0
i hate giving negative reviews but i have to on this one it didn t have that,1,2,17,0,0,3,5,0,0
cheesecake taste to it like others have said it is more of a custard,1,1,14,0,0,3,4,0,0
resemblance it also fell and broke but maybe if adding a water tray,1,1,13,0,0,3,3,0,0
underneath would help i just was not impressed with this onesorry,0,1,11,0,0,2,3,0,0
cjc,2,0,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
10/30/2019,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f328a73305f312f21730f6efcc841dec1 2f7217155jpg,0,1,4,1,30,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
my 1st attempt at made from scratch cheesecakewonderful,0,2,8,1,1,3,1,0,0
after reading,1,0,2,0,0,0,1,0,0
other reviews i made some changes their tips and necessity because of what i,1,1,14,0,0,6,1,0,0
had available to use alterations i don t own a spring pan 1 premade,1,1,14,1,1,4,4,0,0
graham pie crust 1 9 round cake pan with nabisco graham cracket crumbs,1,1,13,1,2,8,1,0,0
pressed into using pie crust recipe on box 1 8 oz regular cream cheese 1,1,1,15,1,3,6,2,0,0
8 oz neufchatel low fat cream cheese 3 eggs not 4 1/4 cup sugar 1/2 cup,1,1,16,1,7,6,0,1,0
splenda ran out of sugar short squirt of lemon juice maybe could have used,1,1,14,0,0,4,3,0,0
a little bit more i also added frozen and fresh blueberries to the cheesecake,1,1,14,0,0,4,1,0,0
batter baked as shown but when done i shut off the oven and left it open a,1,1,17,0,0,3,5,0,0
little to cool them slowly no cracks in either cheesecake,0,1,10,0,0,2,1,0,0
tried to make,1,0,3,0,0,0,2,0,0
blueberry topping of my ownlaked flavor but i only put it on one,1,1,13,0,0,3,2,0,0
cheesecake chilled in frig overnight the cheesecakes themselves however were,1,1,10,0,0,3,3,0,0
fantastic,0,1,1,0,0,0,0,0,0
great texture and flavor,0,0,4,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f033d3962fdc585d0c9a167f4eb860c07e6b5ac55,0,1,2,1,26,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
catherine mackay,2,2,2,0,0,2,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
12/24/2019,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,0,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f51a7070d4e6f3c5ff736b73c15c6a9b9 2f7512158jpg,0,1,4,1,29,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
added a little more vanilla made my own blueberry topping,2,2,10,0,0,2,3,0,0
allrecipes member,2,2,2,0,0,2,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
09/27/2004,2,2,1,1,8,0,0,0,0
my two year old loves this recipe and it s even better when you substitute,1,2,15,0,0,2,3,0,0
huckleberries for the blueberries,2,1,4,0,0,2,0,0,0
wayne1947,2,2,1,1,4,1,0,0,0
